district,transaction_date,sqft,price_aed,project_stage,lat,lng,distance_to_beach_km,drive_time_burj_khalifa_min,amenity_density_1km,has_waterfront_view,developer_tier,floor_level,service_charge_aed,supply_pressure_2y,momentum_3m,momentum_6m,momentum_12m,roi_pct,days_on_market,12_month_appreciation_pct
JUMEIRAH VILLAGE CIRCLE,2026-01-19,434.3274,530000.0,0,25.065,55.205,7.44,40,8,0,3,10,13.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI SCIENCE PARK,2026-05-06,653.6977199999999,680000.0,0,25.0735423,55.2412462,10.96,35,9,0,3,6,13.4,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
PALM JUMEIRAH,2026-05-07,549.0716399999999,1250000.0,0,25.06,55.2,7.09,42,4,0,1,30,16.9,1840,2.3,4.268594059264905,5.959330053795445,7.01,37,5.5
Madinat Hind 4,2026-05-07,1881.5472,1700000.0,0,25.06,55.2,7.09,42,12,0,3,12,10.5,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
TOWN SQUARE,2026-05-07,480.07439999999997,775000.0,0,25.06,55.2,7.09,42,5,0,2,53,28.1,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
ARABIAN RANCHES III,2026-05-11,1437.42456,2700000.0,0,25.06,55.2,7.09,42,8,0,2,37,22.5,1112,1.9,3.526229875044922,4.922924827048411,5.08,67,14.2
TOWN SQUARE,2026-05-11,896.4259199999999,935000.0,0,25.06,55.2,7.09,42,13,0,3,11,11.2,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
Madinat Hind 4,2026-05-12,1881.5472,1800000.0,0,25.06,55.2,7.09,42,11,0,3,14,13.9,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
DUBAI MARINA,2026-05-21,2405.96928,3200000.0,0,25.08,55.145,1.24,46,6,0,3,8,14.4,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
JUMEIRAH VILLAGE CIRCLE,2026-05-13,777.91428,1000000.0,0,25.065,55.205,7.44,40,7,0,3,4,10.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DOWN TOWN JABAL ALI,2026-01-06,740.8861199999999,565000.0,0,25.06,55.2,7.09,42,9,0,3,8,13.0,1711,1.9,3.526229875044922,4.922924827048411,5.8,83,4.3
JUMEIRAH VILLAGE CIRCLE,2026-01-15,1063.0526399999999,1551000.0,0,25.065,55.205,7.44,40,10,0,3,10,10.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
MEYDAN ONE,2026-05-14,314.73936,605000.0,0,25.06,55.2,7.09,42,6,0,2,54,26.4,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
Madinat Hind 4,2026-05-14,1208.1513599999998,1250000.0,0,25.06,55.2,7.09,42,6,0,3,9,13.5,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
JUMEIRAH VILLAGE CIRCLE,2026-05-14,422.48699999999997,640000.0,0,25.065,55.205,7.44,40,14,0,2,30,18.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI SPORTS CITY,2026-05-15,943.5722399999999,725000.0,0,25.06,55.2,7.09,42,12,0,3,7,12.7,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
BURJ KHALIFA,2026-05-18,1188.56088,2150000.0,0,25.197,55.274,19.36,0,32,0,2,44,23.8,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
DUBAI HEALTHCARE CITY - PHASE 2,2026-05-20,1470.3623999999998,1750000.0,0,25.06,55.2,7.09,42,7,0,3,6,13.3,533,1.7,3.1550477829349304,4.404722213674894,8.88,47,3.6
MOTOR CITY,2026-05-20,1453.03236,1300000.0,0,25.06,55.2,7.09,42,6,0,3,2,11.7,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
DUBAI HILLS,2026-05-20,2078.2054799999996,4675000.0,0,25.06,55.2,7.09,42,6,0,1,52,24.5,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
THE FIELD,2026-05-20,2017.92708,3750000.0,0,25.06,55.2,7.09,42,10,0,2,43,17.4,1650,4.0,7.423641842199836,10.36405226747034,7.62,94,6.3
MBR DISTRICT 1,2026-05-21,1416.8653199999999,3130000.0,0,25.06,55.2,7.09,42,7,0,1,32,27.4,1862,1.6,2.9694567368799345,4.145620906988136,5.39,44,11.4
AL FURJAN,2026-01-15,2380.9968,3600000.0,0,25.06,55.2,7.09,42,5,0,2,41,24.5,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
DUBAI SPORTS CITY,2026-05-21,1022.90292,750000.0,0,25.06,55.2,7.09,42,9,0,3,8,12.5,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
Al Kifaf,2026-05-21,1843.98084,4700000.0,0,25.06,55.2,7.09,42,10,0,1,28,25.7,969,4.7,8.722779164584807,12.17776141427765,7.87,96,5.4
JUMEIRAH LAKES TOWERS,2026-05-22,821.5084799999998,1110000.0,0,25.06,55.2,7.09,42,9,0,3,5,11.9,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
JUMEIRAH VILLAGE CIRCLE,2026-06-01,1494.4737599999999,1100000.0,0,25.065,55.205,7.44,40,9,0,3,11,10.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
INTERNATIONAL CITY PH 1,2026-06-01,934.9610399999999,1060000.0,0,25.06,55.2,7.09,42,5,0,3,6,12.4,1810,4.6,8.53718811852981,11.91866010759089,9.05,68,7.3
DUBAI MARINA,2026-06-02,2465.70948,3000000.0,0,25.08,55.145,1.24,46,8,0,3,13,14.0,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
THE GREENS,2026-06-02,758.21616,1300000.0,0,25.06,55.2,7.09,42,13,0,2,57,15.5,1785,3.8,7.052459750089844,9.845849654096822,8.26,54,12.9
EMAAR SOUTH,2026-06-02,1533.6547199999998,2000000.0,0,25.06,55.2,7.09,42,6,0,3,11,11.7,1895,4.3,7.980414980364824,11.141356187530615,8.96,40,4.3
DUBAI SCIENCE PARK,2026-06-03,764.9974799999999,900000.0,0,25.0735423,55.2412462,10.96,35,10,0,3,13,10.8,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
BURJ KHALIFA,2026-01-15,1329.03108,4850000.0,0,25.197,55.274,19.36,0,27,0,1,20,18.9,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
Madinat Hind 4,2026-06-03,1208.1513599999998,1275000.0,0,25.06,55.2,7.09,42,6,0,3,11,11.7,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
JUMEIRAH VILLAGE CIRCLE,2026-06-05,1028.7154799999998,1510000.0,0,25.065,55.205,7.44,40,12,0,3,13,14.7,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
MOTOR CITY,2026-06-08,1694.0383199999999,1800000.0,0,25.06,55.2,7.09,42,10,0,3,10,14.1,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
INTERNATIONAL CITY PH 1,2026-06-10,925.704,505000.0,0,25.06,55.2,7.09,42,5,0,3,10,13.1,1810,4.6,8.53718811852981,11.91866010759089,9.05,68,7.3
DUBAI CREEK HARBOUR,2026-06-12,709.23996,2100000.0,0,25.06,55.2,7.09,42,6,0,1,53,27.9,571,3.7,6.866868704034848,9.586748347410065,6.01,110,9.3
JUMEIRAH VILLAGE TRIANGLE,2026-06-18,901.7002799999999,1250000.0,0,25.0498433,55.1907008,6.65,45,6,0,3,11,13.5,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
JUMEIRAH VILLAGE CIRCLE,2026-06-19,1142.0603999999998,842823.0,0,25.065,55.205,7.44,40,11,0,3,8,10.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE TRIANGLE,2026-01-16,1797.3727199999998,1800000.0,0,25.0498433,55.1907008,6.65,45,5,0,3,5,14.0,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
LIWAN,2026-06-24,1522.99836,1611000.0,0,25.1101209,55.3676993,23.95,33,15,0,3,13,11.0,1496,2.3,4.268594059264905,5.959330053795445,5.9,86,4.2
JUMEIRAH VILLAGE TRIANGLE,2026-06-24,1096.0981199999999,1180000.0,0,25.0498433,55.1907008,6.65,45,5,0,3,13,12.8,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
BURJ KHALIFA,2026-06-25,761.0148,1365000.0,0,25.197,55.274,19.36,0,31,0,2,23,27.1,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
TOWN SQUARE,2026-06-25,882.1098,1100000.0,0,25.06,55.2,7.09,42,13,0,3,6,14.0,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
DUBAI HILLS,2026-06-25,2177.7724799999996,4600000.0,0,25.06,55.2,7.09,42,5,0,1,43,17.5,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
JUMEIRAH LAKES TOWERS,2026-06-26,1376.5003199999999,1792000.0,0,25.06,55.2,7.09,42,8,0,3,1,13.0,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
TOWN SQUARE,2026-06-29,2160.55008,2450000.0,0,25.06,55.2,7.09,42,13,0,3,2,14.3,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
DAMAC HILLS,2026-07-01,887.27652,1178000.0,0,25.0281607,55.2640652,14.38,46,4,0,3,4,13.5,309,2.9,5.382140335594881,7.513937893915997,8.97,57,7.9
Madinat Hind 4,2026-07-03,1208.1513599999998,1710000.0,0,25.06,55.2,7.09,42,10,0,3,9,10.6,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
Jabal Ali First,2026-01-16,777.48372,1055000.0,0,25.0256607,55.1142032,6.16,62,1,0,3,3,13.3,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
Al Yufrah 1,2026-07-03,1872.936,2685000.0,0,25.06,55.2,7.09,42,6,0,3,10,10.4,934,3.0,5.567731381649877,7.773039200602755,8.67,66,2.8
DUBAI SCIENCE PARK,2026-07-07,1114.50456,1700000.0,0,25.0735423,55.2412462,10.96,35,8,0,2,55,17.5,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
MUDON,2026-07-06,1977.77736,2790000.0,0,25.06,55.2,7.09,42,8,0,3,1,15.0,191,4.4,8.16600602641982,11.400457494217376,9.03,34,14.0
MEYDAN AVENUE,2026-07-07,696.2155200000001,1462062.0,0,25.06,55.2,7.09,42,4,0,1,43,18.7,1237,4.0,7.423641842199836,10.36405226747034,7.67,57,5.4
JUMEIRAH VILLAGE CIRCLE,2026-07-08,884.9084399999999,990000.0,0,25.065,55.205,7.44,40,10,0,3,2,11.2,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI SOUTH,2026-07-08,1851.1927199999998,2025000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,9,10.5,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
DUBAI MARINA,2026-07-09,1231.07868,3999548.0,0,25.08,55.145,1.24,46,7,1,1,45,28.7,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
DUBAI SOUTH,2026-01-16,465.86591999999996,527000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,8,11.5,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
JUMEIRAH VILLAGE CIRCLE,2026-07-09,652.8366,830000.0,0,25.065,55.205,7.44,40,14,0,3,12,14.2,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-07-09,389.54916,650000.0,0,25.065,55.205,7.44,40,6,0,2,52,23.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
SOBHA HEARTLAND,2026-07-09,1316.76012,2700000.0,0,25.06,55.2,7.09,42,8,0,1,40,25.8,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
MEYDAN ONE,2026-07-14,331.74647999999996,760000.0,0,25.06,55.2,7.09,42,8,0,1,16,25.0,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
DUBAI HILLS,2026-07-14,1610.07912,2900000.0,0,25.06,55.2,7.09,42,5,0,2,46,17.0,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
JUMEIRAH VILLAGE CIRCLE,2026-07-14,836.68572,1200000.0,0,25.065,55.205,7.44,40,12,0,3,14,12.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI WATER CANAL,2026-07-15,2361.5139599999998,4875000.0,0,25.06,55.2,7.09,42,4,0,1,18,21.8,1220,3.2,5.938913473759869,8.291241813976272,9.21,82,11.0
Madinat Hind 4,2026-07-16,1903.0752,1700000.0,0,25.06,55.2,7.09,42,12,0,3,8,10.9,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
Al Hebiah Third,2026-07-16,1432.6883999999998,2750000.0,0,25.06,55.2,7.09,42,9,0,2,47,29.0,1309,2.3,4.268594059264905,5.959330053795445,9.38,97,5.5
DUBAI SCIENCE PARK,2026-01-19,1491.8903999999998,2600000.0,0,25.0735423,55.2412462,10.96,35,8,0,2,31,19.9,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
ARJAN,2026-07-17,754.8793199999999,950000.0,0,25.0603309,55.2354858,10.56,39,13,0,3,8,11.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
TOWN SQUARE,2026-07-18,959.18004,1500000.0,0,25.06,55.2,7.09,42,9,0,2,29,21.9,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
Madinat Hind 4,2026-07-20,2037.8404799999998,1450000.0,0,25.06,55.2,7.09,42,9,0,3,3,10.4,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
Mirdif,2026-07-20,767.90376,850000.0,0,25.06,55.2,7.09,42,9,0,3,11,13.8,112,2.7,5.01095824348489,6.99573528054248,7.25,51,9.3
DUBAI SPORTS CITY,2026-07-20,1460.0289599999999,1250000.0,0,25.06,55.2,7.09,42,5,0,3,7,11.3,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
DUBAI SPORTS CITY,2026-07-20,387.50399999999996,630000.0,0,25.06,55.2,7.09,42,5,0,2,32,25.4,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
Jabal Ali First,2026-07-21,758.3238,980000.0,0,25.0256607,55.1142032,6.16,62,1,0,3,9,13.7,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
CITY OF ARABIA,2026-07-21,1443.66768,1100000.0,0,25.06,55.2,7.09,42,6,0,3,4,11.4,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Al Kheeran,2026-07-21,1644.84684,2400000.0,0,25.06,55.2,7.09,42,4,0,3,5,11.5,1487,4.8,8.908370210639802,12.436862720964408,5.16,18,13.0
DUBAI SOUTH,2026-01-19,439.60176,530000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,2,11.9,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
JUMEIRAH VILLAGE CIRCLE,2026-07-21,861.9811199999999,930000.0,0,25.065,55.205,7.44,40,10,0,3,8,13.6,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Hind 4,2026-07-22,1633.9752,1740000.0,0,25.06,55.2,7.09,42,4,0,3,12,12.3,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
DUBAI PRODUCTION CITY,2026-07-23,1043.0316,1400000.0,0,25.0321285,55.1912732,7.83,50,1,0,3,1,12.4,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
BUSINESS BAY,2026-07-23,782.0046,1250000.0,0,25.185,55.265,17.79,4,30,0,2,54,15.5,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
PALM JUMEIRAH,2026-07-23,1887.68268,2050000.0,0,25.06,55.2,7.09,42,9,0,3,9,10.4,1840,2.3,4.268594059264905,5.959330053795445,7.01,37,5.5
MEYDAN ONE,2026-07-25,405.47988,875000.0,0,25.06,55.2,7.09,42,9,0,1,16,19.2,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
JUMEIRAH VILLAGE CIRCLE,2026-07-27,797.18184,900000.0,0,25.065,55.205,7.44,40,12,0,3,3,12.0,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
REMRAAM,2026-07-28,1481.5569599999997,1410000.0,0,25.06,55.2,7.09,42,6,0,3,3,13.5,875,2.4,4.454185105319901,6.218431360482204,8.63,108,12.9
BUSINESS BAY,2026-01-19,864.9950399999999,1630000.0,0,25.185,55.265,17.79,4,28,0,2,57,18.8,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
BUSINESS BAY,2026-07-29,563.7106799999999,705000.0,0,25.185,55.265,17.79,4,23,0,3,10,13.1,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
TOWN SQUARE,2026-07-31,1500.7168799999997,1850000.0,0,25.06,55.2,7.09,42,7,0,3,1,10.2,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
SILICON OASIS,2026-07-31,819.7862399999999,1400000.0,0,25.1063647,55.3764714,24.77,35,14,0,2,44,17.1,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
DUBAI HARBOUR,2026-08-03,1258.2039599999998,4000000.0,0,25.06,55.2,7.09,42,9,0,1,35,24.7,1002,2.4,4.454185105319901,6.218431360482204,6.67,34,2.8
JUMEIRAH VILLAGE CIRCLE,2026-08-05,1999.09008,1350000.0,0,25.065,55.205,7.44,40,13,0,3,10,12.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
SOBHA HEARTLAND,2026-08-05,1610.7249599999998,3200000.0,0,25.06,55.2,7.09,42,8,0,1,56,15.0,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
VILLANOVA,2026-08-05,2504.7828,3525000.0,0,25.06,55.2,7.09,42,13,0,3,2,13.7,1998,4.6,8.53718811852981,11.91866010759089,5.55,84,14.9
DUBAI SPORTS CITY,2026-08-06,1419.55632,1240000.0,0,25.06,55.2,7.09,42,12,0,3,5,12.5,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
Wadi Al Safa 7,2026-08-06,581.7941999999999,950000.0,0,25.06,55.2,7.09,42,10,0,2,58,15.0,1493,2.8,5.196549289539885,7.254836587229238,7.59,47,11.8
JUMEIRAH VILLAGE CIRCLE,2026-08-06,806.4388799999999,1100000.0,0,25.065,55.205,7.44,40,6,0,3,13,13.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI HILLS,2026-08-07,1426.44528,3650000.0,0,25.06,55.2,7.09,42,11,0,1,43,19.0,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
MEYDAN ONE,2026-08-07,516.672,1150000.0,0,25.06,55.2,7.09,42,11,0,1,49,26.7,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
VILLANOVA,2026-08-10,1770.6779999999999,2950000.0,0,25.06,55.2,7.09,42,4,0,2,36,16.1,1998,4.6,8.53718811852981,11.91866010759089,5.55,84,14.9
DUBAI LAND RESIDENCE COMPLEX,2026-08-08,842.71356,610000.0,0,25.0853591,55.382978,25.25,41,4,0,3,1,11.2,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI CREEK HARBOUR,2026-08-11,1068.6499199999998,2550000.0,0,25.06,55.2,7.09,42,5,0,1,33,28.7,571,3.7,6.866868704034848,9.586748347410065,6.01,110,9.3
DUBAI SOUTH,2026-08-15,1110.52188,1200000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,12,11.8,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
DUBAI LAND RESIDENCE COMPLEX,2026-01-19,842.71356,595000.0,0,25.0853591,55.382978,25.25,41,11,0,3,3,14.5,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
LIVING LEGENDS,2026-08-17,1558.95012,1750000.0,0,25.06,55.2,7.09,42,7,0,3,13,14.1,727,3.3,6.124504519814864,8.55034312066303,4.58,81,6.8
Al Hebiah Fifth,2026-08-17,1550.0159999999998,2700000.0,0,25.06,55.2,7.09,42,9,0,2,38,19.1,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
AL FURJAN,2026-08-18,1764.0043199999998,2259278.96,0,25.06,55.2,7.09,42,4,0,3,13,14.2,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
JUMEIRAH VILLAGE CIRCLE,2026-08-20,1207.2902399999998,1470000.0,0,25.065,55.205,7.44,40,9,0,3,3,14.8,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Hind 4,2026-08-20,1881.4395599999998,2300000.0,0,25.06,55.2,7.09,42,10,0,3,7,13.9,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
Madinat Hind 4,2026-08-21,1208.1513599999998,1275000.0,0,25.06,55.2,7.09,42,6,0,3,13,11.1,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
JUMEIRAH VILLAGE CIRCLE,2026-08-21,786.2025600000001,1063600.0,0,25.065,55.205,7.44,40,12,0,3,6,12.6,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Barsha First,2026-01-20,1320.41988,1600000.0,0,25.06,55.2,7.09,42,8,0,3,13,14.9,1186,3.4,6.310095565869861,8.809444427349788,8.67,55,14.5
TOWN SQUARE,2026-08-25,981.0309599999999,1270000.0,0,25.06,55.2,7.09,42,8,0,3,5,14.4,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
DUBAI SOUTH,2026-08-25,939.80484,1217700.0,0,24.9144391,55.1615128,18.41,83,1,0,3,11,12.8,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
AL FURJAN,2026-08-27,1664.1144,2100000.0,0,25.06,55.2,7.09,42,10,0,3,8,11.5,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
AL FURJAN,2026-08-27,1208.259,1775000.0,0,25.06,55.2,7.09,42,5,0,3,6,10.7,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
DISCOVERY GARDENS,2026-09-01,957.996,830000.0,0,25.06,55.2,7.09,42,11,0,3,3,14.0,1613,3.2,5.938913473759869,8.291241813976272,7.58,72,4.2
JUMEIRAH VILLAGE CIRCLE,2026-09-03,1237.21416,1645000.0,0,25.065,55.205,7.44,40,6,0,3,11,13.0,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI SPORTS CITY,2026-09-03,1613.84652,1265000.0,0,25.06,55.2,7.09,42,5,0,3,14,12.1,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
Al Hebiah Sixth,2026-09-04,1808.4596399999998,3450000.0,0,25.06,55.2,7.09,42,5,0,2,16,17.5,1950,4.7,8.722779164584807,12.17776141427765,8.98,55,2.5
VILLANOVA,2026-09-04,1733.21928,2450000.0,0,25.06,55.2,7.09,42,4,0,3,12,10.4,1998,4.6,8.53718811852981,11.91866010759089,5.55,84,14.9
BUSINESS BAY,2026-09-09,1996.8296399999997,3040000.0,0,25.185,55.265,17.79,4,32,0,2,30,23.4,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
DUBAI MARINA,2026-09-09,823.4459999999999,980000.0,0,25.08,55.145,1.24,46,8,1,3,9,10.8,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
BURJ KHALIFA,2026-09-09,889.5369599999999,1276250.0,0,25.197,55.274,19.36,0,25,0,3,6,11.7,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
DUBAI HILLS,2026-09-10,719.6810399999999,1620000.0,0,25.06,55.2,7.09,42,10,0,1,30,25.9,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
DUBAI MARINA,2026-09-11,757.8932399999999,2779548.0,0,25.08,55.145,1.24,46,4,1,1,41,24.2,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
JUMEIRAH VILLAGE CIRCLE,2026-01-21,409.24728,550000.0,0,25.065,55.205,7.44,40,6,0,3,11,11.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI PRODUCTION CITY,2026-09-12,765.4280399999999,1010000.0,0,25.0321285,55.1912732,7.83,50,4,0,3,4,10.3,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
DUBAI CREEK HARBOUR,2026-09-14,1126.9908,2410000.0,0,25.06,55.2,7.09,42,13,0,1,33,19.5,571,3.7,6.866868704034848,9.586748347410065,6.01,110,9.3
DUBAI SPORTS CITY,2026-09-14,1463.6887199999999,1060000.0,0,25.06,55.2,7.09,42,5,0,3,5,13.6,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
BURJ KHALIFA,2026-09-16,884.15496,2000000.0,0,25.197,55.274,19.36,0,26,0,1,42,26.7,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
MOTOR CITY,2026-09-17,2111.03568,1899900.0,0,25.06,55.2,7.09,42,10,0,3,7,13.3,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
DUBAI HILLS,2026-09-17,2180.14056,4850000.0,0,25.06,55.2,7.09,42,4,0,1,34,27.2,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
AL FURJAN,2026-09-17,407.4174,600000.0,0,25.06,55.2,7.09,42,4,0,3,8,14.6,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
VILLANOVA,2026-09-17,1837.7377199999999,2400000.0,0,25.06,55.2,7.09,42,4,0,3,3,12.0,1998,4.6,8.53718811852981,11.91866010759089,5.55,84,14.9
DUBAI STUDIO CITY,2026-09-17,593.6346,835000.0,0,25.0415641,55.2522587,12.73,43,5,0,3,8,13.0,978,3.6,6.6812776579798525,9.327647040723306,5.0,80,3.1
BARSHA HEIGHTS,2026-09-18,1300.18356,1350000.0,0,25.06,55.2,7.09,42,6,0,3,3,13.8,439,4.6,8.53718811852981,11.91866010759089,8.29,82,10.8
DUBAI PRODUCTION CITY,2026-09-18,1256.05116,1130000.0,0,25.0321285,55.1912732,7.83,50,6,0,3,14,11.5,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
THE FIELD,2026-01-21,2015.0207999999998,3200000.0,0,25.06,55.2,7.09,42,5,0,2,36,17.0,1650,4.0,7.423641842199836,10.36405226747034,7.62,94,6.3
DUBAI LAND RESIDENCE COMPLEX,2026-01-21,1286.6209199999998,930000.0,0,25.0853591,55.382978,25.25,41,13,0,3,11,14.0,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
SILICON OASIS,2026-01-21,1157.23764,1260000.0,0,25.1063647,55.3764714,24.77,35,16,0,3,12,10.5,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
DUBAI WATER CANAL,2026-01-21,1353.0348,3880000.0,0,25.06,55.2,7.09,42,11,0,1,50,18.5,1220,3.2,5.938913473759869,8.291241813976272,9.21,82,11.0
EMAAR SOUTH,2026-01-22,1157.23764,1350000.0,0,25.06,55.2,7.09,42,10,0,3,5,10.4,1895,4.3,7.980414980364824,11.141356187530615,8.96,40,4.3
DUBAI MARINA,2026-01-22,1509.1127999999999,1850000.0,0,25.08,55.145,1.24,46,2,1,3,7,12.2,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
DUBAI HEALTHCARE CITY - PHASE 2,2026-01-22,707.94828,1180000.0,0,25.06,55.2,7.09,42,7,0,2,54,17.5,533,1.7,3.1550477829349304,4.404722213674894,8.88,47,3.6
JUMEIRAH LAKES TOWERS,2026-01-23,532.818,875000.0,0,25.06,55.2,7.09,42,9,0,2,44,29.7,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
